species_name_,FAO group code,id,common_name_crop,species_name,species_name_taxonstand_,genus,sps,family,order,gf,wild_progenitor,sources_wild_progenitor,minimum_time_cultivation,minimum_time_domestication,sources_minimum_time_cultivation_domestication,filter_data_antiquity,use_food,use_animal_feed,use,use_primary,sources_use,number_gbif_records,filter_ocurr_gbif,sd_longitude,sd_latitude,mode_ecoreg_code,biogeografic_realm,mode_ecoreg_name,mode_ecoreg_centroid_lon,mode_ecoreg_centroid_lat,median_BIO1,median_BIO2,median_BIO3,median_BIO4,median_BIO5,median_BIO6,median_BIO7,median_BIO8,median_BIO9,median_BIO10,median_BIO11,median_BIO12,median_BIO13,median_BIO14,median_BIO15,median_BIO16,median_BIO17,median_BIO18,median_BIO19,cv_BIO1,cv_BIO2,cv_BIO3,cv_BIO4,cv_BIO5,cv_BIO6,cv_BIO7,cv_BIO8,cv_BIO9,cv_BIO10,cv_BIO11,cv_BIO12,cv_BIO13,cv_BIO14,cv_BIO15,cv_BIO16,cv_BIO17,cv_BIO18,cv_BIO19,FAO commodity group,Family,Authority,Notes
Rheum_rhabarbarum,463,659,Rhubarb,Rheum rhabarbarum,Rheum_rhabarbarum_L.,Rheum,rhabarbarum,Polygonaceae,Caryophyllales,herb,Rheum_rhabarbarum_L.,106,2700,NA,106,1,1,0,shoot,shoot,128,428,1,18.10186997,3.724470755,PA0436,Palearctic,Sarmatic Mixed Forests,31.84112072,56.67710812,64,72,26,6958,212,-58,271,143,6,156,-21,603,71,31,26,203,103,191.5,127,31.2743141,18.64192414,10.36587706,13.64394677,10.51263543,56.13936548,14.83878314,31.65040566,297.5556851,11.68624819,121.6407402,32.17823159,31.07161397,36.045417809999996,24.21535662,32.22116411,35.30986949,20.00785852,40.62573748,"Vegetables, fresh nes",Polygonaceae,L.,"FAO lists only Rheum spp., and notes it represents rhubarb"
Ribes_nigrum,550,664,Black_currant,Ribes nigrum,Ribes_nigrum_L.,Ribes,nigrum,Grossulariaceae,Saxifragales,woody,Ribes_nigrum_L.,34,800,400,4,1,1,0,multifood_rep,fruit_flower,128,496,1,5.38508372,3.99144087,PA0436,Palearctic,Sarmatic Mixed Forests,31.84112072,56.67710812,70,75,27,6563.5,215,-43.5,245.5,130,15,158.5,-13,759,75,41,25,216,132,204,161.5,28.93817544,13.26544267,15.09817745,14.66178139,6.925326706,87.06867131,13.4898558,34.20092921,132.9561638,7.275128163,479.3062659,28.00329411,30.79711606,29.39458566,35.79082566,31.31296626,29.94003797,16.43164602,35.29424727,Currants,Grossulariaceae,L.,NA
Ribes_rubrum,550,666,Red_currant,Ribes rubrum,Ribes_rubrum_L.,Ribes,rubrum,Grossulariaceae,Saxifragales,woody,Ribes_rubrum_L.,90,1100,NA,90,1,1,0,fruit_flower,fruit_flower,90,491,1,5.006107022,4.264742904,PA0402,Palearctic,Atlantic Mixed Forests,3.29397908,49.58905893,85,77,31,6138,218,-26,235,125,31,163,8,771,76,43,19,218,137,208,168.5,28.95563557,13.42548244,14.31404319,14.291483,7.876038837,106.6609757,12.61232084,35.60776303,115.0844754,8.463013238,84861.92791,23.40991958,26.42109881,25.14645509,40.34186552,27.3519288,25.32923563,17.29970136,28.96928542,Currants,Grossulariaceae,L.,NA
Ribes_uva-crispa,549,668,Gooseberry,Ribes uva-crispa,Ribes_uva-crispa_L.,Ribes,uva-crispa,Grossulariaceae,Saxifragales,woody,"Ribes_uva-crispa_L.,Ribes_uva-crispa_L.,Ribes_uva-crispa_L.",90,470,NA,90,1,1,0,fruit_flower,fruit_flower,128,108,1,7.550756358,4.580390621,PA0445,Palearctic,Western European Broadleaf Forests,8.24354512,48.41049219,95,78,32,6102,239,-20,241,86.5,86,177.5,15,810,91.5,45.5,21,249,153.5,202,204,24.82751081,17.3702033,12.39054804,10.84491122,10.49243013,156.6000315,10.91789597,57.42271223,75.08591673,12.91571879,157.291826,20.6056525,26.86630615,41.87206488,68.95364766,25.25998234,39.29150932,38.64537904,35.24426836,Gooseberries,Grossulariaceae,L.,FAO lists the synonym Ribes grossularia L.
Setaria_italica,79,708,Millet_italian,Setaria italica,Setaria_italica_(L.)_P.Beauv.,Setaria,italica,Poaceae,Poales,graminoid,Setaria_viridis_(L.)_P.Beauv.,4,7500,5900,4,1,1,1,food&forage,forage,4,441,1,5.416155791,5.025749068,PA0445,Palearctic,Western European Broadleaf Forests,8.24354512,48.41049219,91,83,31,6548,230,-31,263,157,27,169,5,643,75,35,22,212,116,199,142,20.349,18.9255505,14.54347674,8.767785916,11.3959613,68.9938804,9.281161127,28.33093638,130.1414765,10.18087017,258.9903851,19.79309328,22.57257443,24.43736998,29.63889719,23.40579457,24.77819038,28.26425915,23.39456997,Millet,Poaceae,(L.) P. Beauv. ,NA
Spondias_mombin,603,740,Yellow_mombin,Spondias mombin,Spondias_mombin_L.,Spondias,mombin,Anacardiaceae,Sapindales,woody,Spondias_mombin_L.,90,NA,NA,NA,0,1,0,fruit_flower,fruit_flower,90,21,1,7.992655954,7.227655378,NT0212,Neotropic,Chiquitano Dry Forests,-60.5089879,-16.11770268,256,110,66,1766,329,168,162,258,229,266,229,1142,208,26,57,599,89,470,124,4.413037741,11.45944603,12.05628477,56.80616687,3.529808839,14.83481742,18.62727024,4.242706363,9.317288074,3.926727272,8.544322313,40.80225246,23.54617452,122.3521575,34.49301391,26.45863466,118.0067132,49.77093292,94.47810045,"Fruit, tropical fresh nes",Anacardiaceae,L.,"FAO lists this species as Spondias spp, but then lists ""mombin"" as the corresponding product."
Spondias_purpurea,603,742,Jocote,Spondias purpurea,Spondias_purpurea_L.,Spondias,purpurea,Anacardiaceae,Sapindales,woody,Spondias_purpurea_L.,4,3100,3100,77,1,1,0,fruit_flower,fruit_flower,4,337,1,7.378327386,4.043360153,NT0230,Neotropic,Southern Pacific Dry Forests,-97.46840141,16.63366459,246,132,69,1626,331,152,178,252,235,266,222,1107,232,4,99.5,613.5,20,379,36,12.01441574,17.366588,10.53054113,48.46346076,8.827803963,28.44984235,22.08011845,11.33083397,13.18146691,11.00417065,15.1380153,49.40347586,39.80481115,185.8657801,21.16362964,38.76583784,160.5189826,44.66771893,175.7138271,"Fruit, tropical fresh nes",Anacardiaceae,L.,"FAO lists this species simply under Spondias spp, but then lists ""mombin"" as the corresponding products."
Triticum_durum,15,796,Durum_wheat,Triticum durum,Triticum_durum_Desf.,Triticum,durum,Poaceae,Poales,graminoid,"Triticum_dicoccoides_(K�rn._ex_Asch._&_Graebn.)_Schweinf.,Triticum_dicoccoides_(K�rn._ex_Asch._&_Graebn.)_Schweinf.",13,11500,9000,128,1,1,0,seed,seed,128,420,1,0.433020854,0.539110996,PA1207,Palearctic,Eastern Mediterranean Conifer-Sclerophyllous-Broadleaf Forests,37.42596125,35.80179351,198,112.5,42.5,5789,333,78,259,128,264.5,266,128,472,120,0,107,308,0,1,306,9.185943429,9.895211936,6.433220273,6.491312123,6.367448561,24.42383522,6.676131837,15.90104071,6.87767597,6.943061148,15.94934893,26.268921,26.87573303,NA,3.159740749,26.22529675,643.3522736,101.935661,25.95759273,Wheat,Poaceae,Desf.,NA
Urena_lobata,782,806,Urena_congo_jute,Urena lobata,Urena_lobata_L.,Urena,lobata,Malvaceae,Malvales,herb,"Urena_lobata_L.,Urena_sinuata_L.",90,NA,NA,NA,0,1,0,shoot,shoot,90,606,1,97.91477465,18.63707909,"NA0508",Nearctic,Florida Peninsula,-81.62740903,28.16607979,231,105,61,2064,327,139,174,272,207,273,201,1315,275,36,61,717.5,139,533,184,10.27923769,18.25969612,21.13184145,58.36343211,6.559353876,34.25135921,25.73969877,7.689485774,17.67232436,7.242946924,20.80391161,42.41294678,39.66811539,84.97076338,36.67579235,38.55488546,79.93393997,43.42448031,123.7187266,"Bastfibres, other",Malvaceae,L.,NA
Vaccinium_corymbosum,552,808,Blueberry,Vaccinium corymbosum,Vaccinium_corymbosum_L.,Vaccinium,corymbosum,Ericaceae,Ericales,woody,Vaccinium_corymbosum_L.,134,1400,100,4,1,1,0,fruit_flower,fruit_flower,4,372,1,5.066596988,3.830947298,"NA0407",Nearctic,Lower New England / Northern Piedmont,-73.39895234,41.89652248,95,112,31,8722.5,280,-78,357,185,4,207,-19.5,1145,116,78,12,319.5,249,301,262,37.2028019,10.94141173,15.67326633,13.95411192,9.372783288,74.29545568,10.73933955,59.20815807,196.6539517,13.13067931,620.3759355,13.93596039,20.74904425,20.26926947,56.82721778,20.3285064,18.30576993,22.27012176,21.92553473,Blueberries,Ericaceae,L.,NA
Vaccinium_macrocarpon,554,809,Cranberry,Vaccinium macrocarpon,Vaccinium_macrocarpon_Aiton,Vaccinium,macrocarpon,Ericaceae,Ericales,woody,Vaccinium_macrocarpon_Aiton,14,2000,160,4,1,1,0,fruit_flower,fruit_flower,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cranberries,Ericaceae,Aiton,NA
Vanilla_pompona,692,815,Pompon,Vanilla pompona,Vanilla_pompona_Schiede,Vanilla,pompona,Orchidaceae,Asparagales,herb,Vanilla_pompona_Schiede,90,NA,NA,NA,0,1,0,fruit_flower,fruit_flower,128,26,1,7.165764108,3.996659895,"NA1304",Nearctic,Chihuahuan Desert,-103.9362462,28.17515504,241.5,115,68,1880,319,153,177,253,226.5,259.5,214.5,1451,303.5,11,78,805.5,46,401,74.5,14.16529413,24.94367222,9.042306547,45.58136863,5.94501751,40.06901856,25.11803227,12.12304973,16.08235578,11.50214186,19.63974863,47.25967011,41.23731107,91.63957653,25.62678537,41.76731555,85.24531342,52.70759195,106.4347007,Vanilla,Orchidaceae,Schiede,NA
Vitellaria_paradoxa,263,842,Shea_butter,Vitellaria paradoxa,Vitellaria_paradoxa_C.F.Gaertn.,Vitellaria,paradoxa,Sapotaceae,Ericales,woody,Vitellaria_paradoxa_C.F.Gaertn.,4,600,600,4,1,1,1,food&forage,fruit_flower,128,498,1,0.856140112,1.172468373,AT0722,Afrotropic,West Sudanian Savanna,-0.93016892,11.85690563,271,129,66,1696,369,174,195,252,266,293,251,1095,251,0,97,684,6,123,684,2.968475122,5.588087901,6.96378986,18.13975896,3.237420066,7.723474362,11.34456262,3.801221784,2.487795736,4.227920589,3.099609665,11.57605854,12.48950386,131.9139006,14.14802379,12.69994126,97.56884027,29.05233915,56.62344441,Karite nuts (sheanuts),Sapotaceae,C.F. Gaertn.,FAO lists the synonym Butyrospermum parkii (G. Don) Kotschy
