taxon	Feature ID	Taxon
Sillago flindersi	MF572017.1	Eukaryota;Chordata;Actinopteri;NA;Sillaginidae;Sillago;Sillago flindersi;NA
Sillago japonica	NC_028228.1	Eukaryota;Chordata;Actinopteri;NA;Sillaginidae;Sillago;Sillago japonica;NA
Sillago sihama	EU257812.1	Eukaryota;Chordata;Actinopteri;NA;Sillaginidae;Sillago;Sillago sihama;NA
Sillago sihama	MF571998.1	Eukaryota;Chordata;Actinopteri;NA;Sillaginidae;Sillago;Sillago sihama;NA
Sillago sihama	MF572005.1	Eukaryota;Chordata;Actinopteri;NA;Sillaginidae;Sillago;Sillago sihama;NA
Sillago sihama	MF572009.1	Eukaryota;Chordata;Actinopteri;NA;Sillaginidae;Sillago;Sillago sihama;NA
Sillago sihama	MF572010.1	Eukaryota;Chordata;Actinopteri;NA;Sillaginidae;Sillago;Sillago sihama;NA
Sillago sihama	MF572011.1	Eukaryota;Chordata;Actinopteri;NA;Sillaginidae;Sillago;Sillago sihama;NA
Sillago sihama	MF572015.1	Eukaryota;Chordata;Actinopteri;NA;Sillaginidae;Sillago;Sillago sihama;NA
Sillago sihama	NC_016672.1	Eukaryota;Chordata;Actinopteri;NA;Sillaginidae;Sillago;Sillago sihama;NA
Silurus asotus	JN116720.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Siluridae;Silurus;Silurus asotus;NA
Silurus asotus	JX000016.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Siluridae;Silurus;Silurus asotus;NA
Silurus asotus	JX000021.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Siluridae;Silurus;Silurus asotus;NA
Silurus asotus	JX256247.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Siluridae;Silurus;Silurus asotus;NA
Silurus asotus	NC_015806.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Siluridae;Silurus;Silurus asotus;NA
Silurus glanis	NC_014261.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Siluridae;Silurus;Silurus glanis;NA
Siniperca chuatsi	NC_015822.1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca;Siniperca chuatsi;NA
Siniperca chuatsi x Siniperca knerii	NC_025317.1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca;Siniperca chuatsi x Siniperca knerii;NA
Siniperca chuatsi x Siniperca scherzeri	NC_024876.1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca;Siniperca chuatsi x Siniperca scherzeri;NA
Siniperca knerii x Siniperca chuatsi	NC_027228.1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca;Siniperca knerii x Siniperca chuatsi;NA
Siniperca scherzeri x Siniperca chuatsi	NC_024879.1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca;Siniperca scherzeri x Siniperca chuatsi;NA
Solea ovata	KF142459.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Solea;Solea ovata;NA
Solea senegalensis	NC_008327.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Solea;Solea senegalensis;NA
Solea solea	AF488492.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Solea;Solea solea;NA
Sotalia guianensis	KX381647.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Sotalia;Sotalia guianensis;NA
Sousa chinensis	AF334524.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Sousa;Sousa chinensis;NA
Sousa chinensis	AY770531.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Sousa;Sousa chinensis;NA
Sousa chinensis	EU557091.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Sousa;Sousa chinensis;NA
Sousa teuszii	MN365274.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Sousa;Sousa teuszii;NA
Sparisoma aurofrenatum	EU601217.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma aurofrenatum;NA
Sparisoma axillare	KC526954.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma axillare;NA
Sparisoma chrysopterum	AY279645.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma chrysopterum;NA
Sparisoma radians	OP056842.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma radians;NA
Sparisoma rubripinne	KY815337.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma rubripinne;NA
Sparisoma rubripinne	OP056868.2	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma rubripinne;NA
Sparisoma viride	EU601219.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma viride;NA
Sparus aurata	KT805959.1	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Sparus;Sparus aurata;NA
Sparus aurata	NC_024236.1	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Sparus;Sparus aurata;NA
Spatula clypeata	NC_028346.1	Eukaryota;Chordata;Aves;Anseriformes;Anatidae;Spatula;Spatula clypeata;NA
Sperata aor	KX950699.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Bagridae;Sperata;Sperata aor;NA
Sperata seenghala	AB907556.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Bagridae;Sperata;Sperata seenghala;NA
Sperata seenghala	OP599928.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Bagridae;Sperata;Sperata seenghala;NA
Sphoeroides annulatus	NC_015344.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Sphoeroides;Sphoeroides annulatus;NA
Sphoeroides dorsalis	AY700283.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Sphoeroides;Sphoeroides dorsalis;NA
Sphoeroides maculatus	KX686080.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Sphoeroides;Sphoeroides maculatus;NA
Sphoeroides nephelus	NC_082552.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Sphoeroides;Sphoeroides nephelus;NA
Sphoeroides pachygaster	NC_010960.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Sphoeroides;Sphoeroides pachygaster;NA
Sphoeroides parvus	NC_015341.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Sphoeroides;Sphoeroides parvus;NA
Sphoeroides spengleri	AY700284.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Sphoeroides;Sphoeroides spengleri;NA
Sphoeroides testudineus	NC_015346.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Sphoeroides;Sphoeroides testudineus;NA
Sphyraena barracuda	NC_022484.1	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena barracuda;NA
Sphyraena borealis	NC_083168.1	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena borealis;NA
Sphyraena forsteri	LC774590.1	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena forsteri;NA
Sphyraena guachancho	NC_088028.1	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena guachancho;NA
Sphyraena iburiensis	LC654228.1	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena iburiensis;NA
Sphyraena japonica	NC_022489.1	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena japonica;NA
Sphyraena jello	NC_029461.1	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena jello;NA
Sphyraena obtusata	LC774639.1	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena obtusata;NA
Sphyraena obtusata	LC774642.1	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena obtusata;NA
Sphyraena pinguis	LC458217.2	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena pinguis;NA
Sphyraena pinguis	NC_050164.1	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena pinguis;NA
Sphyraena qenie	MH248196.1	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena qenie;NA
Sphyraena sphyraena	NC_086960.1	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena sphyraena;NA
Sphyrna lewini	AF448021.1	Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Sphyrna;Sphyrna lewini;NA
Sphyrna lewini	NC_022679.1	Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Sphyrna;Sphyrna lewini;NA
Sphyrna lewini	ON650007.1	Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Sphyrna;Sphyrna lewini;NA
Sphyrna mokarran	NC_035491.1	Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Sphyrna;Sphyrna mokarran;NA
Sphyrna tiburo	NC_028508.1	Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Sphyrna;Sphyrna tiburo;NA
Sphyrna zygaena	NC_025778.1	Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Sphyrna;Sphyrna zygaena;NA
Spicara maena	NC_009854.1	Eukaryota;Chordata;Actinopteri;Spariformes;Centracanthidae;Spicara;Spicara maena;NA
Spirinchus lanceolatus	AB095998.1	Eukaryota;Chordata;Actinopteri;Osmeriformes;Osmeridae;Spirinchus;Spirinchus lanceolatus;NA
Spirinchus thaleichthys	NC_072211.1	Eukaryota;Chordata;Actinopteri;Osmeriformes;Osmeridae;Spirinchus;Spirinchus thaleichthys;NA
Spratelloides delicatulus	AP009144.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Spratelloides;Spratelloides delicatulus;NA
Spratelloides gracilis	NC_009589.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Spratelloides;Spratelloides gracilis;NA
Sprattus antipodum	NC_016673.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sprattus;Sprattus antipodum;NA
Sprattus muelleri	NC_016669.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sprattus;Sprattus muelleri;NA
Sprattus sprattus	NC_009593.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sprattus;Sprattus sprattus;NA
Squaliobarbus curriculus x Ctenopharyngodon idella	NC_020467.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;NA;NA;Squaliobarbus curriculus x Ctenopharyngodon idella;NA
Squalomugil nasutus	JF911714.1	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Squalomugil;Squalomugil nasutus;NA
Squalus acanthias	NC_002012.1	Eukaryota;Chordata;Chondrichthyes;Squaliformes;Squalidae;Squalus;Squalus acanthias;NA
Squalus blainville	MN873044.1	Eukaryota;Chordata;Chondrichthyes;Squaliformes;Squalidae;Squalus;Squalus blainville;NA
Squalus brevirostris	KY111436.1	Eukaryota;Chordata;Chondrichthyes;Squaliformes;Squalidae;Squalus;Squalus brevirostris;NA
Squalus cubensis	OP056876.1	Eukaryota;Chordata;Chondrichthyes;Squaliformes;Squalidae;Squalus;Squalus cubensis;NA
Squalus formosus	KU951280.1	Eukaryota;Chordata;Chondrichthyes;Squaliformes;Squalidae;Squalus;Squalus formosus;NA
Squalus formosus	LC635110.1	Eukaryota;Chordata;Chondrichthyes;Squaliformes;Squalidae;Squalus;Squalus formosus;NA
Squalus japonicus	LC635109.1	Eukaryota;Chordata;Chondrichthyes;Squaliformes;Squalidae;Squalus;Squalus japonicus;NA
Squalus megalops	GU130625.1	Eukaryota;Chordata;Chondrichthyes;Squaliformes;Squalidae;Squalus;Squalus megalops;NA
Squalus mitsukurii	LC635111.1	Eukaryota;Chordata;Chondrichthyes;Squaliformes;Squalidae;Squalus;Squalus mitsukurii;NA
Squalus mitsukurii	LC649805.1	Eukaryota;Chordata;Chondrichthyes;Squaliformes;Squalidae;Squalus;Squalus mitsukurii;NA
Squalus montalbani	KT459334.1	Eukaryota;Chordata;Chondrichthyes;Squaliformes;Squalidae;Squalus;Squalus montalbani;NA
Squatina californica	AY147886.1	Eukaryota;Chordata;Chondrichthyes;NA;Squatinidae;Squatina;Squatina californica;NA
Squatina dumeril	NC_048468.1	Eukaryota;Chordata;Chondrichthyes;NA;Squatinidae;Squatina;Squatina dumeril;NA
Stellifer lanceolatus	OP056892.2	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Stellifer;Stellifer lanceolatus;NA
Stemonopa insignis	KY352240.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Albuneidae;Stemonopa;Stemonopa insignis;NA
Stenella attenuata	EU557096.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Stenella;Stenella attenuata;NA
Stenella attenuata	KX857280.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Stenella;Stenella attenuata;NA
Stenella clymene	NC_060611.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Stenella;Stenella clymene;NA
Stenella coeruleoalba	EU557097.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Stenella;Stenella coeruleoalba;NA
Stenella coeruleoalba	X78168.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Stenella;Stenella coeruleoalba;NA
Stenella coeruleoalba	X78169.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Stenella;Stenella coeruleoalba;NA
Stenella frontalis	NC_060612.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Stenella;Stenella frontalis;NA
Stenella longirostris	KX857351.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Stenella;Stenella longirostris;NA
Stenella longirostris	KX857365.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Stenella;Stenella longirostris;NA
Stenella longirostris	KX857457.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Stenella;Stenella longirostris;NA
Steno bredanensis	AF334525.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Steno;Steno bredanensis;NA
Steno bredanensis	JF339982.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Steno;Steno bredanensis;NA
Stenodus leucichthys	NC_020761.1	Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Stenodus;Stenodus leucichthys;NA
Stenotomus chrysops	KX686071.1	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Stenotomus;Stenotomus chrysops;NA
Stereolepis gigas	AY072666.1	Eukaryota;Chordata;Actinopteri;Acropomatiformes;Polyprionidae;Stereolepis;Stereolepis gigas;NA
Stethojulis albovittata	AJ810145.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Stethojulis;Stethojulis albovittata;NA
Stethojulis balteata	KY815338.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Stethojulis;Stethojulis balteata;NA
Stethojulis bandanensis	AJ810146.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Stethojulis;Stethojulis bandanensis;NA
Stethojulis interrupta	MH248197.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Stethojulis;Stethojulis interrupta;NA
Stethojulis strigiventer	AP018523.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Stethojulis;Stethojulis strigiventer;NA
Stethojulis strigiventer	KY815339.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Stethojulis;Stethojulis strigiventer;NA
Stethojulis terina	LC584270.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Stethojulis;Stethojulis terina;NA
Stethojulis trilineata	AY279647.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Stethojulis;Stethojulis trilineata;NA
Stolephorus chinensis	AP011566.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus;Stolephorus chinensis;NA
Stolephorus commersonnii	MH380882.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus;Stolephorus commersonnii;NA
Stolephorus commersonnii	NC_033521.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus;Stolephorus commersonnii;NA
Stolephorus indicus	MH380871.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus;Stolephorus indicus;NA
Stolephorus insularis	MH732976.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus;Stolephorus insularis;NA
Stolephorus waitei	AP011567.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus;Stolephorus waitei;NA
Stolephorus waitei	MH380877.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus;Stolephorus waitei;NA
Stolephorus waitei	MH380879.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus;Stolephorus waitei;NA
Stolothrissa tanganicae	MN255630.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Stolothrissa;Stolothrissa tanganicae;NA
Stolothrissa tanganicae	NC_068728.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Stolothrissa;Stolothrissa tanganicae;NA
Stomolophus meleagris	KC879579.1	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae;Stomolophus;Stomolophus meleagris;NA
Stomolophus meleagris	KC879580.1	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae;Stomolophus;Stomolophus meleagris;NA
Stomolophus meleagris	KC879582.1	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae;Stomolophus;Stomolophus meleagris;NA
Stomolophus meleagris	KC879583.1	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae;Stomolophus;Stomolophus meleagris;NA
Stomolophus meleagris	KC879584.1	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae;Stomolophus;Stomolophus meleagris;NA
Stomolophus meleagris	KC879585.1	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae;Stomolophus;Stomolophus meleagris;NA
Stomolophus meleagris	KC879586.1	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae;Stomolophus;Stomolophus meleagris;NA
Stomolophus meleagris	KC879587.1	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae;Stomolophus;Stomolophus meleagris;NA
Stomolophus meleagris	KC879588.1	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae;Stomolophus;Stomolophus meleagris;NA
Stomolophus meleagris	KC879589.1	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae;Stomolophus;Stomolophus meleagris;NA
Stomolophus meleagris	KC879590.1	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae;Stomolophus;Stomolophus meleagris;NA
Stomolophus meleagris	KC879591.1	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae;Stomolophus;Stomolophus meleagris;NA
Stomolophus meleagris	KC879592.1	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae;Stomolophus;Stomolophus meleagris;NA
Stomolophus meleagris	KC879593.1	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae;Stomolophus;Stomolophus meleagris;NA
Stomolophus meleagris	KC879594.1	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae;Stomolophus;Stomolophus meleagris;NA
Stomolophus meleagris	KC879595.1	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae;Stomolophus;Stomolophus meleagris;NA
Stomolophus meleagris	KC879596.1	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae;Stomolophus;Stomolophus meleagris;NA
Stomolophus meleagris	KC879597.1	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae;Stomolophus;Stomolophus meleagris;NA
Stomolophus meleagris	KC879598.1	Eukaryota;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae;Stomolophus;Stomolophus meleagris;NA
Strongylura exilis	AF231542.1	Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Strongylura;Strongylura exilis;NA
Suezichthys notatus	LC771072.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Suezichthys;Suezichthys notatus;NA
Sundasalanx mekongensis	AP006232.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sundasalanx;Sundasalanx mekongensis;NA
Sundasalanx praecox	AP011590.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sundasalanx;Sundasalanx praecox;NA
Sundasalanx sp. Chao Phraya	AP011591.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sundasalanx;Sundasalanx sp. Chao Phraya;NA
Sus scrofa	AY574046.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;NA
Sus scrofa	DQ444705.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;NA
Sus scrofa	DQ466081.2	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;NA
Sus scrofa	EF027293.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;NA
Sus scrofa	EF375877.3	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;NA
Sus scrofa	EF545592.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;NA
Sus scrofa	EU090702.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;NA
Sus scrofa	EU090703.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;NA
Sus scrofa	KJ782448.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;NA
Sus scrofa	KM520139.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;NA
Sus scrofa	KX147101.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;NA
Sus scrofa	NC_000845.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;NA
Sus scrofa cristatus	NC_039090.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;Sus scrofa cristatus
Sus scrofa domesticus	KJ789952.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;Sus scrofa domesticus
Sus scrofa domesticus	NC_012095.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;Sus scrofa domesticus
Sus scrofa scrofa	KF660222.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;Sus scrofa scrofa
Sus scrofa taivanus	NC_014692.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;Sus scrofa taivanus
Suttonia lineata	OP035248.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Suttonia;Suttonia lineata;NA
Suttonia sp. UKNHM-BRC T805	AY949355.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Suttonia;Suttonia sp. UKNHM-BRC T805;NA
Sylvilagus andinus	KU057207.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus andinus;NA
Sylvilagus andinus	KU057258.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus andinus;NA
Sylvilagus aquaticus	AY292700.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus aquaticus;NA
Sylvilagus aquaticus	U58927.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus aquaticus;NA
Sylvilagus audubonii	AF038019.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus audubonii;NA
Sylvilagus audubonii	AY292696.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus audubonii;NA
Sylvilagus audubonii	KU057237.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus audubonii;NA
Sylvilagus audubonii	U58928.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus audubonii;NA
Sylvilagus audubonii minor	KU057212.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus audubonii;Sylvilagus audubonii minor
Sylvilagus audubonii minor	KU057213.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus audubonii;Sylvilagus audubonii minor
Sylvilagus bachmani macrorhinus	KU057239.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus bachmani;Sylvilagus bachmani macrorhinus
Sylvilagus bachmani mansuetus	KU057214.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus bachmani;Sylvilagus bachmani mansuetus
Sylvilagus bachmani ubericolor	KU057238.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus bachmani;Sylvilagus bachmani ubericolor
Sylvilagus brasiliensis	KU057219.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus brasiliensis;NA
Sylvilagus brasiliensis	KU057222.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus brasiliensis;NA
Sylvilagus brasiliensis	KU057223.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus brasiliensis;NA
Sylvilagus brasiliensis	KU057228.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus brasiliensis;NA
Sylvilagus brasiliensis	KU057240.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus brasiliensis;NA
Sylvilagus brasiliensis	MH115197.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus brasiliensis;NA
Sylvilagus brasiliensis gabbi	KU057232.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus brasiliensis;Sylvilagus brasiliensis gabbi
Sylvilagus brasiliensis nivicola	KU057227.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus brasiliensis;Sylvilagus brasiliensis nivicola
Sylvilagus dicei	KU057251.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus dicei;NA
Sylvilagus dicei	KU057256.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus dicei;NA
Sylvilagus floridanus	AY012126.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus floridanus;NA
