taxon	Feature ID	Taxon
Coffea canephora	AF543017.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Coffea;Coffea canephora;NA;NA;NA
Coffea canephora	MZ668330.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Coffea;Coffea canephora;NA;NA;NA
Coffea canephora	NC_030053.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Coffea;Coffea canephora;NA;NA;NA
Coffea canephora	OQ779490.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Coffea;Coffea canephora;NA;NA;NA
Coffea congensis	AF543016.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Coffea;Coffea congensis;NA;NA;NA
Coffea eugenioides	AF543037.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Coffea;Coffea eugenioides;NA;NA;NA
Coffea eugenioides	MZ668339.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Coffea;Coffea eugenioides;NA;NA;NA
Coffea liberica	AF543018.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Coffea;Coffea liberica;NA;NA;NA
Coffea liberica	AF543042.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Coffea;Coffea liberica;NA;NA;NA
Coffea liberica	MN715161.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Coffea;Coffea liberica;NA;NA;NA
Coffea liberica	MN715162.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Coffea;Coffea liberica;NA;NA;NA
Coffea liberica var. dewevrei	AF543019.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Coffea;Coffea liberica;NA;Coffea liberica var. dewevrei;NA
Coffea liberica var. dewevrei	AF543043.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Coffea;Coffea liberica;NA;Coffea liberica var. dewevrei;NA
Coffea liberica var. liberica	DQ153846.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Coffea;Coffea liberica;NA;Coffea liberica var. liberica;NA
Coix lacryma-jobi	AY626350.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Poaceae;Coix;Coix lacryma-jobi;NA;NA;NA
Coix lacryma-jobi	DQ004970.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Poaceae;Coix;Coix lacryma-jobi;NA;NA;NA
Coix lacryma-jobi	EF137580.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Poaceae;Coix;Coix lacryma-jobi;NA;NA;NA
Coix lacryma-jobi var. ma-yuen	AB571314.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Poaceae;Coix;Coix lacryma-jobi;NA;Coix lacryma-jobi var. ma-yuen;NA
Cola acuminata	JN676057.1	Eukaryota;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Cola;Cola acuminata;NA;NA;NA
Coleus amboinicus	AJ505499.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Coleus;Coleus amboinicus;NA;NA;NA
Colocasia antiquorum	AF469018.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Colocasia;Colocasia antiquorum;NA;NA;NA
Colocasia antiquorum	JQ237229.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Colocasia;Colocasia antiquorum;NA;NA;NA
Colocasia esculenta	NC_016753.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Colocasia;Colocasia esculenta;NA;NA;NA
Colocasia esculenta var. antiquorum	KF863752.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Colocasia;Colocasia esculenta;NA;Colocasia esculenta var. antiquorum;NA
Colocasia esculenta var. fontanesii	JQ238720.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Colocasia;Colocasia esculenta;NA;Colocasia esculenta var. fontanesii;NA
Combretum hereroense	MK187025.1	Eukaryota;Streptophyta;Magnoliopsida;Myrtales;Combretaceae;Combretum;Combretum hereroense;NA;NA;NA
Combretum indicum	NC_053324.1	Eukaryota;Streptophyta;Magnoliopsida;Myrtales;Combretaceae;Combretum;Combretum indicum;NA;NA;NA
Commelina africana	KR738448.1	Eukaryota;Streptophyta;Magnoliopsida;Commelinales;Commelinaceae;Commelina;Commelina africana;NA;NA;NA
Commelina benghalensis	KR737616.1	Eukaryota;Streptophyta;Magnoliopsida;Commelinales;Commelinaceae;Commelina;Commelina benghalensis;NA;NA;NA
Commelina communis	LC568682.1	Eukaryota;Streptophyta;Magnoliopsida;Commelinales;Commelinaceae;Commelina;Commelina communis;NA;NA;NA
Commiphora africana	MK261492.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Burseraceae;Commiphora;Commiphora africana;NA;NA;NA
Corchorus capsularis	NC_044467.1	Eukaryota;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Corchorus;Corchorus capsularis;NA;NA;NA
Corchorus olitorius	NC_044468.1	Eukaryota;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Corchorus;Corchorus olitorius;NA;NA;NA
Corchorus trilocularis	AM159151.1	Eukaryota;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Corchorus;Corchorus trilocularis;NA;NA;NA
Cordia decandra	EF688851.1	Eukaryota;Streptophyta;Magnoliopsida;Boraginales;Cordiaceae;Cordia;Cordia decandra;NA;NA;NA
Cordia sinensis	EU600005.1	Eukaryota;Streptophyta;Magnoliopsida;Boraginales;Cordiaceae;Cordia;Cordia sinensis;NA;NA;NA
Coriandrum sativum	NC_029850.1	Eukaryota;Streptophyta;Magnoliopsida;Apiales;Apiaceae;Coriandrum;Coriandrum sativum;NA;NA;NA
Cormus domestica	DQ863228.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Cormus;Cormus domestica;NA;NA;NA
Corylus avellana	KX668022.1	Eukaryota;Streptophyta;Magnoliopsida;Fagales;Betulaceae;Corylus;Corylus avellana;NA;NA;NA
Corylus avellana	MN082371.1	Eukaryota;Streptophyta;Magnoliopsida;Fagales;Betulaceae;Corylus;Corylus avellana;NA;NA;NA
Corylus avellana	NC_031855.1	Eukaryota;Streptophyta;Magnoliopsida;Fagales;Betulaceae;Corylus;Corylus avellana;NA;NA;NA
Corylus chinensis	FJ012027.1	Eukaryota;Streptophyta;Magnoliopsida;Fagales;Betulaceae;Corylus;Corylus chinensis;NA;NA;NA
Corylus chinensis	NC_032351.1	Eukaryota;Streptophyta;Magnoliopsida;Fagales;Betulaceae;Corylus;Corylus chinensis;NA;NA;NA
Corylus heterophylla	NC_031856.1	Eukaryota;Streptophyta;Magnoliopsida;Fagales;Betulaceae;Corylus;Corylus heterophylla;NA;NA;NA
Corylus maxima	KF419001.1	Eukaryota;Streptophyta;Magnoliopsida;Fagales;Betulaceae;Corylus;Corylus maxima;NA;NA;NA
Corylus sieboldiana	NC_045289.1	Eukaryota;Streptophyta;Magnoliopsida;Fagales;Betulaceae;Corylus;Corylus sieboldiana;NA;NA;NA
Corylus sieboldiana var. sieboldiana	LC568689.1	Eukaryota;Streptophyta;Magnoliopsida;Fagales;Betulaceae;Corylus;Corylus sieboldiana;NA;Corylus sieboldiana var. sieboldiana;NA
Corymbia calophylla	HQ287700.1	Eukaryota;Streptophyta;Magnoliopsida;Myrtales;Myrtaceae;Corymbia;Corymbia calophylla;NA;NA;NA
Cosmos sulphureus	EU047874.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Cosmos;Cosmos sulphureus;NA;NA;NA
Costus barbatus	AY041072.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Costaceae;Costus;Costus barbatus;NA;NA;NA
Couma macrocarpa	AF214339.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Apocynaceae;Couma;Couma macrocarpa;NA;NA;NA
Couroupita guianensis	AF077632.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Lecythidaceae;Couroupita;Couroupita guianensis;NA;NA;NA
Crambe hispanica subsp. abyssinica	AY722531.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Crambe;Crambe hispanica;Crambe hispanica subsp. abyssinica;NA;NA
Crambe hispanica subsp. hispanica	AY722535.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Crambe;Crambe hispanica;Crambe hispanica subsp. hispanica;NA;NA
Crataegus azarolus	AM157407.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Crataegus;Crataegus azarolus;NA;NA;NA
Crataegus hupehensis	NC_054155.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Crataegus;Crataegus hupehensis;NA;NA;NA
Crescentia cujete	MN445244.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Bignoniaceae;Crescentia;Crescentia cujete;NA;NA;NA
Crescentia cujete	MT679649.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Bignoniaceae;Crescentia;Crescentia cujete;NA;NA;NA
Crithmum maritimum	NC_015804.1	Eukaryota;Streptophyta;Magnoliopsida;Apiales;Apiaceae;Crithmum;Crithmum maritimum;NA;NA;NA
Crocus sativus	NC_041460.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Iridaceae;Crocus;Crocus sativus;NA;NA;NA
Crotalaria brevidens	MK261386.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Crotalaria;Crotalaria brevidens;NA;NA;NA
Crotalaria grahamiana	KP691163.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Crotalaria;Crotalaria grahamiana;NA;NA;NA
Croton tiglium	NC_040113.1	Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Croton;Croton tiglium;NA;NA;NA
Cryptotaenia japonica	JN102175.1	Eukaryota;Streptophyta;Magnoliopsida;Apiales;Apiaceae;Cryptotaenia;Cryptotaenia japonica;NA;NA;NA
Cryptotaenia japonica	NC_046737.1	Eukaryota;Streptophyta;Magnoliopsida;Apiales;Apiaceae;Cryptotaenia;Cryptotaenia japonica;NA;NA;NA
Cucumis melo	NC_057560.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucumis;Cucumis melo;NA;NA;NA
Cucumis melo subsp. agrestis	NC_048891.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucumis;Cucumis melo;Cucumis melo subsp. agrestis;NA;NA
Cucumis melo subsp. melo	NC_015983.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucumis;Cucumis melo;Cucumis melo subsp. melo;NA;NA
Cucumis melo subsp. meloides	KY434450.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucumis;Cucumis melo;Cucumis melo subsp. meloides;NA;NA
Cucumis melo subsp. meloides	KY434453.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucumis;Cucumis melo;Cucumis melo subsp. meloides;NA;NA
Cucumis metuliferus	DQ536805.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucumis;Cucumis metuliferus;NA;NA;NA
Cucumis sativus	NC_007144.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucumis;Cucumis sativus;NA;NA;NA
Cucumis sativus var. hardwickii	HM597033.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucumis;Cucumis sativus;NA;Cucumis sativus var. hardwickii;NA
Cucumis sativus var. sativus	HM597036.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucumis;Cucumis sativus;NA;Cucumis sativus var. sativus;NA
Cucurbita argyrosperma	NC_065148.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita argyrosperma;NA;NA;NA
Cucurbita argyrosperma subsp. argyrosperma	HQ438661.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita argyrosperma;Cucurbita argyrosperma subsp. argyrosperma;Cucurbita argyrosperma var. palmeri;NA
Cucurbita argyrosperma subsp. argyrosperma	HQ438663.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita argyrosperma;Cucurbita argyrosperma subsp. argyrosperma;NA;NA
Cucurbita argyrosperma subsp. argyrosperma	HQ438664.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita argyrosperma;Cucurbita argyrosperma subsp. argyrosperma;Cucurbita argyrosperma var. stenosperma;NA
Cucurbita argyrosperma subsp. argyrosperma	HQ438675.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita argyrosperma;Cucurbita argyrosperma subsp. argyrosperma;Cucurbita argyrosperma var. callicarpa;NA
Cucurbita argyrosperma subsp. sororia	HQ438662.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita argyrosperma;Cucurbita argyrosperma subsp. sororia;NA;NA
Cucurbita ficifolia	DQ535867.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita ficifolia;NA;NA;NA
Cucurbita ficifolia	HQ438677.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita ficifolia;NA;NA;NA
Cucurbita ficifolia	NC_058583.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita ficifolia;NA;NA;NA
Cucurbita maxima	HQ438673.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita maxima;NA;NA;NA
Cucurbita maxima	MN411626.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita maxima;NA;NA;NA
Cucurbita maxima	NC_036505.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita maxima;NA;NA;NA
Cucurbita maxima subsp. andreana	HQ438674.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita maxima;Cucurbita maxima subsp. andreana;NA;NA
Cucurbita moschata	HQ438660.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita moschata;NA;NA;NA
Cucurbita moschata	MN381967.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita moschata;NA;NA;NA
Cucurbita moschata	NC_036506.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita moschata;NA;NA;NA
Cucurbita pepo	GQ856148.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita pepo;NA;NA;NA
Cucurbita pepo	NC_038229.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita pepo;NA;NA;NA
Cucurbita pepo subsp. fraterna	MN411621.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita pepo;Cucurbita pepo subsp. fraterna;NA;NA
Cucurbita pepo subsp. ovifera	HQ438671.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita pepo;Cucurbita pepo subsp. ovifera;Cucurbita pepo var. ozarkana;NA
Cucurbita pepo subsp. ovifera	HQ438672.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita pepo;Cucurbita pepo subsp. ovifera;NA;NA
Cucurbita pepo subsp. ovifera	MN411622.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita pepo;Cucurbita pepo subsp. ovifera;NA;NA
Cucurbita pepo subsp. pepo	HQ438669.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita pepo;Cucurbita pepo subsp. pepo;NA;NA
Cucurbita pepo subsp. pepo	MN411624.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita pepo;Cucurbita pepo subsp. pepo;NA;NA
Cuminum cyminum	NC_046879.1	Eukaryota;Streptophyta;Magnoliopsida;Apiales;Apiaceae;Cuminum;Cuminum cyminum;NA;NA;NA
Curcuma aeruginosa	DQ471966.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma aeruginosa;NA;NA;NA
Curcuma aeruginosa	JQ409821.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma aeruginosa;NA;NA;NA
Curcuma aeruginosa	ON615011.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma aeruginosa;NA;NA;NA
Curcuma angustifolia	JQ409819.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma angustifolia;NA;NA;NA
Curcuma angustifolia	KJ803045.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma angustifolia;NA;NA;NA
Curcuma angustifolia	KJ803046.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma angustifolia;NA;NA;NA
Curcuma angustifolia	KJ803047.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma angustifolia;NA;NA;NA
Curcuma angustifolia	ON614999.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma angustifolia;NA;NA;NA
Curcuma angustifolia	ON615049.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma angustifolia;NA;NA;NA
Curcuma heyneana	DQ471970.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma heyneana;NA;NA;NA
Curcuma heyneana	KJ803072.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma heyneana;NA;NA;NA
Curcuma longa	JQ409823.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma longa;NA;NA;NA
Curcuma longa	KJ803076.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma longa;NA;NA;NA
Curcuma longa	KJ803077.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma longa;NA;NA;NA
Curcuma longa	KJ803079.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma longa;NA;NA;NA
Curcuma longa	NC_042886.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma longa;NA;NA;NA
Curcuma longa	ON615002.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma longa;NA;NA;NA
Curcuma longa	ON615028.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma longa;NA;NA;NA
Curcuma longa	ON615045.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma longa;NA;NA;NA
Curcuma longa	PP329605.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma longa;NA;NA;NA
Curcuma xanthorrhiza	DQ471976.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma xanthorrhiza;NA;NA;NA
Curcuma xanthorrhiza	JQ409832.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma xanthorrhiza;NA;NA;NA
Curcuma zedoaria	DQ471974.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma zedoaria;NA;NA;NA
Curcuma zedoaria	JQ409818.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma zedoaria;NA;NA;NA
Curcuma zedoaria	JQ409838.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma zedoaria;NA;NA;NA
Curcuma zedoaria	KJ803101.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma zedoaria;NA;NA;NA
Curcuma zedoaria	KJ803102.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma zedoaria;NA;NA;NA
Curcuma zedoaria	KJ803103.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma zedoaria;NA;NA;NA
Curcuma zedoaria	KP208938.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma zedoaria;NA;NA;NA
Curcuma zedoaria	NC_048505.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma zedoaria;NA;NA;NA
Cyamopsis tetragonoloba	AF274360.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Cyamopsis;Cyamopsis tetragonoloba;NA;NA;NA
Cyamopsis tetragonoloba	NC_037714.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Cyamopsis;Cyamopsis tetragonoloba;NA;NA;NA
Cycas revoluta	AF531181.1	Eukaryota;Streptophyta;Cycadopsida;Cycadales;Cycadaceae;Cycas;Cycas revoluta;NA;NA;NA
Cycas revoluta	GQ273656.1	Eukaryota;Streptophyta;Cycadopsida;Cycadales;Cycadaceae;Cycas;Cycas revoluta;NA;NA;NA
Cycas revoluta	KP117213.1	Eukaryota;Streptophyta;Cycadopsida;Cycadales;Cycadaceae;Cycas;Cycas revoluta;NA;NA;NA
Cycas revoluta	NC_020319.1	Eukaryota;Streptophyta;Cycadopsida;Cycadales;Cycadaceae;Cycas;Cycas revoluta;NA;NA;NA
Cyclanthera pedata	NC_046860.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cyclanthera;Cyclanthera pedata;NA;NA;NA
Cydonia oblonga	NC_045415.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Cydonia;Cydonia oblonga;NA;NA;NA
Cymbopogon citratus	NC_042144.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Poaceae;Cymbopogon;Cymbopogon citratus;NA;NA;NA
Cynara cardunculus	NC_066017.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Cynara;Cynara cardunculus;NA;NA;NA
Cynara cardunculus subsp. cardunculus	MN919158.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Cynara;Cynara cardunculus;Cynara cardunculus subsp. cardunculus;Cynara cardunculus var. scolymus;NA
Cyperus brevifolius	AF449564.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Cyperaceae;Cyperus;Cyperus brevifolius;NA;NA;NA
Cyperus cyperoides	AB817695.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Cyperaceae;Cyperus;Cyperus cyperoides;NA;NA;NA
Cyperus cyperoides	AF449558.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Cyperaceae;Cyperus;Cyperus cyperoides;NA;NA;NA
Cyperus cyperoides	KR737822.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Cyperaceae;Cyperus;Cyperus cyperoides;NA;NA;NA
Cyperus esculentus	NC_058698.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Cyperaceae;Cyperus;Cyperus esculentus;NA;NA;NA
Cyperus papyrus	AJ295759.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Cyperaceae;Cyperus;Cyperus papyrus;NA;NA;NA
Cyperus rotundus	NC_050170.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Cyperaceae;Cyperus;Cyperus rotundus;NA;NA;NA
Cyrtocarpa procera	AY594548.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Anacardiaceae;Cyrtocarpa;Cyrtocarpa procera;NA;NA;NA
Cyrtosperma merkusii	KJ128250.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Cyrtosperma;Cyrtosperma merkusii;NA;NA;NA
Dacryodes edulis	GU246102.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Burseraceae;Dacryodes;Dacryodes edulis;NA;NA;NA
Dacryodes rostrata	GU246103.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Burseraceae;Dacryodes;Dacryodes rostrata;NA;NA;NA
Dahlia coccinea	AY216032.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Dahlia;Dahlia coccinea;NA;NA;NA
Dahlia coccinea var. coccinea	EU047875.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Dahlia;Dahlia coccinea;NA;Dahlia coccinea var. coccinea;NA
Dahlia pinnata	NC_066129.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Dahlia;Dahlia pinnata;NA;NA;NA
Daucus carota	HQ323879.1	Eukaryota;Streptophyta;Magnoliopsida;Apiales;Apiaceae;Daucus;Daucus carota;NA;NA;NA
Daucus carota	NC_008325.1	Eukaryota;Streptophyta;Magnoliopsida;Apiales;Apiaceae;Daucus;Daucus carota;NA;NA;NA
Davidsonia jerseyana	AF299185.1	Eukaryota;Streptophyta;Magnoliopsida;Oxalidales;Cunoniaceae;Davidsonia;Davidsonia jerseyana;NA;NA;NA
Davidsonia johnsonii	AF299186.1	Eukaryota;Streptophyta;Magnoliopsida;Oxalidales;Cunoniaceae;Davidsonia;Davidsonia johnsonii;NA;NA;NA
Davidsonia pruriens var. pruriens	KC428488.1	Eukaryota;Streptophyta;Magnoliopsida;Oxalidales;Cunoniaceae;Davidsonia;Davidsonia pruriens;NA;Davidsonia pruriens var. pruriens;NA
Delonix regia	NC_047368.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Delonix;Delonix regia;NA;NA;NA
Dendrocalamus asper	EU434057.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Poaceae;Dendrocalamus;Dendrocalamus asper;NA;NA;NA
Dendrocalamus latiflorus	DQ137380.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Poaceae;Dendrocalamus;Dendrocalamus latiflorus;NA;NA;NA
Dianella caerulea	KP227762.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Asphodelaceae;Dianella;Dianella caerulea;NA;NA;NA
Dianthus caryophyllus	NC_039650.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Dianthus;Dianthus caryophyllus;NA;NA;NA
Dianthus chinensis	NC_053731.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Dianthus;Dianthus chinensis;NA;NA;NA
