taxon	Feature ID	Taxon
Abelmoschus esculentus	NC_035234.1	Eukaryota;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Abelmoschus;Abelmoschus esculentus;NA;NA;NA
Abelmoschus manihot	NC_053353.1	Eukaryota;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Abelmoschus;Abelmoschus manihot;NA;NA;NA
Abutilon theophrasti	HQ696727.1	Eukaryota;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Abutilon;Abutilon theophrasti;NA;NA;NA
Abutilon theophrasti	NC_053702.1	Eukaryota;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Abutilon;Abutilon theophrasti;NA;NA;NA
Acacia aneura	EU440012.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Acacia;Acacia aneura;NA;NA;NA
Acacia aneura	JF420505.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Acacia;Acacia aneura;NA;NA;NA
Acacia aneura	KC957945.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Acacia;Acacia aneura;NA;NA;NA
Acacia aneura var. aneura	KF048216.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Acacia;Acacia aneura;NA;Acacia aneura var. aneura;NA
Acacia cultriformis	JF420494.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Acacia;Acacia cultriformis;NA;NA;NA
Acacia cultriformis	KC958166.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Acacia;Acacia cultriformis;NA;NA;NA
Acacia cultriformis	KC958259.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Acacia;Acacia cultriformis;NA;NA;NA
Acacia cyclops	JF420460.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Acacia;Acacia cyclops;NA;NA;NA
Acacia kempeana	KC957866.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Acacia;Acacia kempeana;NA;NA;NA
Acacia longifolia	AF195698.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Acacia;Acacia longifolia;NA;NA;NA
Acacia longifolia subsp. longifolia	KC958105.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Acacia;Acacia longifolia;Acacia longifolia subsp. longifolia;NA;NA
Acacia longifolia subsp. sophorae	JQ248835.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Acacia;Acacia longifolia;Acacia longifolia subsp. sophorae;NA;NA
Acacia murrayana	JF420531.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Acacia;Acacia murrayana;NA;NA;NA
Acacia murrayana	KC957857.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Acacia;Acacia murrayana;NA;NA;NA
Acacia victoriae	JQ248862.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Acacia;Acacia victoriae;NA;NA;NA
Acacia victoriae subsp. arida	KC958213.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Acacia;Acacia victoriae;Acacia victoriae subsp. arida;NA;NA
Acanthocereus tetragonus	DQ099921.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Cactaceae;Acanthocereus;Acanthocereus tetragonus;NA;NA;NA
Acanthocereus tetragonus	HM041223.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Cactaceae;Acanthocereus;Acanthocereus tetragonus;NA;NA;NA
Acca sellowiana	MF954134.1	Eukaryota;Streptophyta;Magnoliopsida;Myrtales;Myrtaceae;Acca;Acca sellowiana;NA;NA;NA
Acca sellowiana	OQ269523.1	Eukaryota;Streptophyta;Magnoliopsida;Myrtales;Myrtaceae;Acca;Acca sellowiana;NA;NA;NA
Acer rubrum	AF401182.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Sapindaceae;Acer;Acer rubrum;NA;NA;NA
Acer saccharum	AF401173.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Sapindaceae;Acer;Acer saccharum;NA;NA;NA
Acer saccharum	EU721272.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Sapindaceae;Acer;Acer saccharum;NA;NA;NA
Acer saccharum	NC_051960.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Sapindaceae;Acer;Acer saccharum;NA;NA;NA
Acer saccharum subsp. leucoderme	DQ989582.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Sapindaceae;Acer;Acer saccharum;Acer saccharum subsp. leucoderme;NA;NA
Acer saccharum subsp. nigrum	DQ978560.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Sapindaceae;Acer;Acer saccharum;Acer saccharum subsp. nigrum;NA;NA
Achillea millefolium	AY603266.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;Achillea millefolium;NA;NA;NA
Achillea millefolium	HQ323815.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;Achillea millefolium;NA;NA;NA
Achillea millefolium	KP208325.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;Achillea millefolium;NA;NA;NA
Achillea millefolium	NC_062413.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;Achillea millefolium;NA;NA;NA
Achillea millefolium subsp. ceretanica	AY603281.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;Achillea millefolium;Achillea millefolium subsp. ceretanica;NA;NA
Achillea millefolium subsp. millefolium	AY603286.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;Achillea millefolium;Achillea millefolium subsp. millefolium;Achillea millefolium var. alpicola;NA
Achillea millefolium subsp. millefolium	EU128989.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;Achillea millefolium;Achillea millefolium subsp. millefolium;Achillea millefolium var. millefolium;NA
Achillea millefolium subsp. millefolium	EU129001.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;Achillea millefolium;Achillea millefolium subsp. millefolium;Achillea millefolium var. arenicola;NA
Achillea millefolium subsp. millefolium	EU129015.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;Achillea millefolium;Achillea millefolium subsp. millefolium;Achillea millefolium var. borealis;NA
Achillea millefolium subsp. millefolium	EU129021.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;Achillea millefolium;Achillea millefolium subsp. millefolium;Achillea millefolium var. californica;NA
Achillea millefolium subsp. millefolium	EU129025.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;Achillea millefolium;Achillea millefolium subsp. millefolium;Achillea millefolium var. gigantea;NA
Achillea millefolium subsp. millefolium	EU129027.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;Achillea millefolium;Achillea millefolium subsp. millefolium;Achillea millefolium var. lanulosa;NA
Achillea millefolium subsp. millefolium	EU129041.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;Achillea millefolium;Achillea millefolium subsp. millefolium;Achillea millefolium var. litoralis;NA
Achillea millefolium subsp. millefolium	EU129061.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;Achillea millefolium;Achillea millefolium subsp. millefolium;Achillea millefolium var. pacifica;NA
Achillea millefolium subsp. millefolium	EU129075.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;Achillea millefolium;Achillea millefolium subsp. millefolium;Achillea millefolium var. puberula;NA
Achillea millefolium subsp. sudetica	AY603267.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;Achillea millefolium;Achillea millefolium subsp. sudetica;NA;NA
Acrocomia aculeata	NC_037084.1	Eukaryota;Streptophyta;Magnoliopsida;Arecales;Arecaceae;Acrocomia;Acrocomia aculeata;NA;NA;NA
Actinidia arguta	JN102166.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Actinidiaceae;Actinidia;Actinidia arguta;NA;NA;NA
Actinidia arguta	NC_034913.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Actinidiaceae;Actinidia;Actinidia arguta;NA;NA;NA
Actinidia arguta var. arguta	LC568625.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Actinidiaceae;Actinidia;Actinidia arguta;NA;Actinidia arguta var. arguta;NA
Actinidia chinensis	NC_026690.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Actinidiaceae;Actinidia;Actinidia chinensis;NA;NA;NA
Actinidia deliciosa	NC_026691.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Actinidiaceae;Actinidia;Actinidia deliciosa;NA;NA;NA
Actinidia kolomikta	NC_034915.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Actinidiaceae;Actinidia;Actinidia kolomikta;NA;NA;NA
Actinidia polygama	NC_031186.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Actinidiaceae;Actinidia;Actinidia polygama;NA;NA;NA
Adansonia digitata	AY328150.1	Eukaryota;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Adansonia;Adansonia digitata;NA;NA;NA
Adansonia gregorii	HQ696740.1	Eukaryota;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Adansonia;Adansonia gregorii;NA;NA;NA
Adenanthera pavonina	AF278486.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Adenanthera;Adenanthera pavonina;NA;NA;NA
Adonidia merrillii	NC_067833.1	Eukaryota;Streptophyta;Magnoliopsida;Arecales;Arecaceae;Adonidia;Adonidia merrillii;NA;NA;NA
Aegle marmelos	AY295294.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Rutaceae;Aegle;Aegle marmelos;NA;NA;NA
Aegle marmelos	HM163756.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Rutaceae;Aegle;Aegle marmelos;NA;NA;NA
Aframomum melegueta	FJ848655.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Aframomum;Aframomum melegueta;NA;NA;NA
Aframomum melegueta	MH497226.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Aframomum;Aframomum melegueta;NA;NA;NA
Agastache foeniculum	AY506626.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Agastache;Agastache foeniculum;NA;NA;NA
Agastache foeniculum	OR199221.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Agastache;Agastache foeniculum;NA;NA;NA
Agave americana	NC_032053.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Asparagaceae;Agave;Agave americana;NA;NA;NA
Agave sisalana	NC_059875.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Asparagaceae;Agave;Agave sisalana;NA;NA;NA
Ageratum conyzoides	AB817351.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Ageratum;Ageratum conyzoides;NA;NA;NA
Alcea rosea	NC_053839.1	Eukaryota;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Alcea;Alcea rosea;NA;NA;NA
Aleurites moluccanus	AY794709.1	Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Aleurites;Aleurites moluccanus;NA;NA;NA
Alkekengi officinarum	DQ180420.1	Eukaryota;Streptophyta;Magnoliopsida;Solanales;Solanaceae;Alkekengi;Alkekengi officinarum;NA;NA;NA
Alkekengi officinarum var. franchetii	MH045575.1	Eukaryota;Streptophyta;Magnoliopsida;Solanales;Solanaceae;Alkekengi;Alkekengi officinarum;NA;Alkekengi officinarum var. franchetii;NA
Allium ampeloprasum	EU626245.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium ampeloprasum;NA;NA;NA
Allium ampeloprasum	NC_044666.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium ampeloprasum;NA;NA;NA
Allium ampeloprasum subsp. ampeloprasum	EU626246.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium ampeloprasum;Allium ampeloprasum subsp. ampeloprasum;Allium ampeloprasum var. babingtonii;NA
Allium ampeloprasum subsp. ampeloprasum	EU626249.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium ampeloprasum;Allium ampeloprasum subsp. ampeloprasum;NA;NA
Allium cepa	AP018390.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium cepa;NA;NA;NA
Allium cepa	NC_024813.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium cepa;NA;NA;NA
Allium chinense	NC_043922.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium chinense;NA;NA;NA
Allium fistulosum	FJ628604.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium fistulosum;NA;NA;NA
Allium fistulosum	NC_040222.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium fistulosum;NA;NA;NA
Allium macrostemon	JF262658.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium macrostemon;NA;NA;NA
Allium ramosum	JF262646.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium ramosum;NA;NA;NA
Allium sativum	KF779159.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium sativum;NA;NA;NA
Allium sativum	KF779160.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium sativum;NA;NA;NA
Allium sativum	NC_031829.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium sativum;NA;NA;NA
Allium schoenoprasum	AB477113.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium schoenoprasum;NA;NA;NA
Allium schoenoprasum	AB477114.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium schoenoprasum;NA;NA;NA
Allium schoenoprasum	NC_057575.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium schoenoprasum;NA;NA;NA
Allium scorodoprasum	EU626263.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium scorodoprasum;NA;NA;NA
Allium scorodoprasum	FJ628601.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium scorodoprasum;NA;NA;NA
Allium tuberosum	JQ900584.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium tuberosum;NA;NA;NA
Allium tuberosum	JQ900590.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium tuberosum;NA;NA;NA
Allium tuberosum	JQ900592.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium tuberosum;NA;NA;NA
Allium tuberosum	JQ900598.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium tuberosum;NA;NA;NA
Allium tuberosum	JQ900601.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium tuberosum;NA;NA;NA
Allium tuberosum	KC139048.2	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium tuberosum;NA;NA;NA
Allium tuberosum	NC_044709.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium tuberosum;NA;NA;NA
Allospondias lakonensis	KP055483.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Anacardiaceae;Allospondias;Allospondias lakonensis;NA;NA;NA
Allospondias lakonensis	KY067404.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Anacardiaceae;Allospondias;Allospondias lakonensis;NA;NA;NA
Alocasia cucullata	AY248983.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Alocasia;Alocasia cucullata;NA;NA;NA
Alocasia cucullata	JQ237218.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Alocasia;Alocasia cucullata;NA;NA;NA
Alocasia cucullata	NC_060696.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Alocasia;Alocasia cucullata;NA;NA;NA
Alocasia macrorrhizos	JQ238671.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Alocasia;Alocasia macrorrhizos;NA;NA;NA
Alocasia macrorrhizos	MN844023.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Alocasia;Alocasia macrorrhizos;NA;NA;NA
Aloe vera	NC_035506.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Asphodelaceae;Aloe;Aloe vera;NA;NA;NA
Alpinia galanga	AY424775.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Alpinia;Alpinia galanga;NA;NA;NA
Alpinia galanga	ON615019.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Alpinia;Alpinia galanga;NA;NA;NA
Alpinia officinarum	MK940823.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Alpinia;Alpinia officinarum;NA;NA;NA
Amalocalyx microlobus	NC_067035.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Apocynaceae;Amalocalyx;Amalocalyx microlobus;NA;NA;NA
Amaranthus caudatus	NC_040143.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;Amaranthus;Amaranthus caudatus;NA;NA;NA
Amaranthus graecizans	MK261433.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;Amaranthus;Amaranthus graecizans;NA;NA;NA
Amaranthus hybridus	KP318866.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;Amaranthus;Amaranthus hybridus;NA;NA;NA
Amaranthus hybridus	NC_053787.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;Amaranthus;Amaranthus hybridus;NA;NA;NA
Amaranthus hypochondriacus	NC_030770.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;Amaranthus;Amaranthus hypochondriacus;NA;NA;NA
Amaranthus tricolor	NC_065013.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;Amaranthus;Amaranthus tricolor;NA;NA;NA
Amelanchier alnifolia	NC_045314.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Amelanchier;Amelanchier alnifolia;NA;NA;NA
Amelanchier canadensis	KY799087.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Amelanchier;Amelanchier canadensis;NA;NA;NA
Amorphophallus abyssinicus	AF387433.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Amorphophallus;Amorphophallus abyssinicus;NA;NA;NA
Amorphophallus harmandii	KR534396.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Amorphophallus;Amorphophallus harmandii;NA;NA;NA
Amorphophallus konjac	AF387452.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Amorphophallus;Amorphophallus konjac;NA;NA;NA
Amorphophallus konjac	NC_046702.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Amorphophallus;Amorphophallus konjac;NA;NA;NA
Amorphophallus paeoniifolius	AF387464.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Amorphophallus;Amorphophallus paeoniifolius;NA;NA;NA
Amorphophallus paeoniifolius var. bangkokensis	DQ012453.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Amorphophallus;Amorphophallus paeoniifolius;NA;Amorphophallus paeoniifolius var. bangkokensis;NA
Amorphophallus paeoniifolius var. campanulatus	AY054703.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Amorphophallus;Amorphophallus paeoniifolius;NA;Amorphophallus paeoniifolius var. campanulatus;NA
Amphicarpaea bracteata	EF543424.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Amphicarpaea;Amphicarpaea bracteata;NA;NA;NA
Anacardium occidentale	MG584466.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Anacardiaceae;Anacardium;Anacardium occidentale;NA;NA;NA
Anacardium occidentale	NC_035235.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Anacardiaceae;Anacardium;Anacardium occidentale;NA;NA;NA
Ananas comosus	NC_026220.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Bromeliaceae;Ananas;Ananas comosus;NA;NA;NA
Ananas comosus var. bracteatus	EU780856.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Bromeliaceae;Ananas;Ananas comosus;NA;Ananas comosus var. bracteatus;NA
Ananas comosus var. bracteatus	JX649491.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Bromeliaceae;Ananas;Ananas comosus;NA;Ananas comosus var. bracteatus;NA
Ananas comosus var. microstachys	DQ084695.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Bromeliaceae;Ananas;Ananas comosus;NA;Ananas comosus var. microstachys;NA
Ananas comosus var. microstachys	HQ882712.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Bromeliaceae;Ananas;Ananas comosus;NA;Ananas comosus var. microstachys;NA
Ananas comosus var. microstachys	JX649490.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Bromeliaceae;Ananas;Ananas comosus;NA;Ananas comosus var. microstachys;NA
Ananas comosus var. parguazensis	KU095983.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Bromeliaceae;Ananas;Ananas comosus;NA;Ananas comosus var. parguazensis;NA
Andrographis paniculata	NC_022451.2	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Acanthaceae;Andrographis;Andrographis paniculata;NA;NA;NA
Anethum foeniculum	NC_029469.1	Eukaryota;Streptophyta;Magnoliopsida;Apiales;Apiaceae;Anethum;Anethum foeniculum;NA;NA;NA
Anethum graveolens	NC_029470.1	Eukaryota;Streptophyta;Magnoliopsida;Apiales;Apiaceae;Anethum;Anethum graveolens;NA;NA;NA
Angelica archangelica	GQ244568.1	Eukaryota;Streptophyta;Magnoliopsida;Apiales;Apiaceae;Angelica;Angelica archangelica;NA;NA;NA
Annona cherimola	NC_030166.1	Eukaryota;Streptophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona;Annona cherimola;NA;NA;NA
Annona glabra	AY841673.1	Eukaryota;Streptophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona;Annona glabra;NA;NA;NA
Annona macroprophyllata	KX663979.1	Eukaryota;Streptophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona;Annona macroprophyllata;NA;NA;NA
Annona montana	NC_066643.1	Eukaryota;Streptophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona;Annona montana;NA;NA;NA
Annona mucosa	EU420852.1	Eukaryota;Streptophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona;Annona mucosa;NA;NA;NA
Annona muricata	AY145352.1	Eukaryota;Streptophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona;Annona muricata;NA;NA;NA
Annona muricata	AY743459.2	Eukaryota;Streptophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona;Annona muricata;NA;NA;NA
Annona muricata	NC_052008.1	Eukaryota;Streptophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona;Annona muricata;NA;NA;NA
Annona purpurea	KX663990.1	Eukaryota;Streptophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona;Annona purpurea;NA;NA;NA
Annona reticulata	NC_052009.1	Eukaryota;Streptophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona;Annona reticulata;NA;NA;NA
Annona senegalensis	AY841674.1	Eukaryota;Streptophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona;Annona senegalensis;NA;NA;NA
Annona senegalensis	KX663999.1	Eukaryota;Streptophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona;Annona senegalensis;NA;NA;NA
Annona squamosa	EU420847.1	Eukaryota;Streptophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona;Annona squamosa;NA;NA;NA
Anredera cordifolia	NC_041274.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Basellaceae;Anredera;Anredera cordifolia;NA;NA;NA
Anthemis arvensis	KX668086.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Anthemis;Anthemis arvensis;NA;NA;NA
Anthriscus cerefolium	NC_015113.1	Eukaryota;Streptophyta;Magnoliopsida;Apiales;Apiaceae;Anthriscus;Anthriscus cerefolium;NA;NA;NA
Antidesma bunius	NC_068855.1	Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Antidesma;Antidesma bunius;NA;NA;NA
Antigonon leptopus	MG913344.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Polygonaceae;Antigonon;Antigonon leptopus;NA;NA;NA
Antirrhinum majus	AF034887.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Plantaginaceae;Antirrhinum;Antirrhinum majus;NA;NA;NA
Antirrhinum majus	AJ492270.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Plantaginaceae;Antirrhinum;Antirrhinum majus;NA;NA;NA
Antirrhinum majus	AY591322.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Plantaginaceae;Antirrhinum;Antirrhinum majus;NA;NA;NA
Apios americana	NC_025909.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Apios;Apios americana;NA;NA;NA
Apium graveolens	NC_041087.1	Eukaryota;Streptophyta;Magnoliopsida;Apiales;Apiaceae;Apium;Apium graveolens;NA;NA;NA
Arachis hypogaea	NC_037358.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Arachis;Arachis hypogaea;NA;NA;NA
Aralia cordata	NC_040964.1	Eukaryota;Streptophyta;Magnoliopsida;Apiales;Araliaceae;Aralia;Aralia cordata;NA;NA;NA
Arbutus unedo	KU194976.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Ericaceae;Arbutus;Arbutus unedo;NA;NA;NA
Arbutus unedo	KU194983.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Ericaceae;Arbutus;Arbutus unedo;NA;NA;NA
Arctium lappa	NC_042724.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Arctium;Arctium lappa;NA;NA;NA
Ardisia crenata	NC_059021.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Primulaceae;Ardisia;Ardisia crenata;NA;NA;NA
Ardisia crenata var. bicolor	NC_061215.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Primulaceae;Ardisia;Ardisia crenata;NA;Ardisia crenata var. bicolor;NA
Ardisia elliptica	JQ684844.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Primulaceae;Ardisia;Ardisia elliptica;NA;NA;NA
Areca catechu	NC_050163.1	Eukaryota;Streptophyta;Magnoliopsida;Arecales;Arecaceae;Areca;Areca catechu;NA;NA;NA
